Survey Id,Practice,TriggerDate,product type,survey Type,question text,Response
120,Transportation,04-21-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This project has been a model of collaboration across GPs. 
121,Energy,06-08-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This activity was largely completed before I became the responsible PM.
122,Env,08-10-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"There have and continue to e serious challenges with teh project and the CMU is very much concerned. The project has been in problem project status for more than a year. Almost 4 years since approval, it has disbursed only 23%. We hope that the team will ensure this status and implementation progress changes within the rest of the project life time."
123,Poverty,06-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The Afghanistan CMU provided continued support to this task. CMU recognizes the importance of supporting counterparts in their effort to improve quality and frequency of data for the monitoring of poverty and other socio-economic indicators and it provided sufficient resources to the team to achieve the task's objectives.  
124,Health,04-16-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This is a project that was prepared under pressure in a politically very volatile period in Nepal when there was no Constituent Assembly or Parliament and when no budgetary resources could be allocated to the project.  The team put together a very innovative project with many new features but the Bank's management treats it as any other project.  It would be great if the Bank would recognize innovations and treats related risks different from other, more standard operations."
125,Health,12-29-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The project is a basket fund and the current review of the results suggest the project will not achieve its objectives. The CMU staff bring strong expertise of the country context and useful to the team. The CD's reliance on the program leader is hampering the project as only what she approves moves forward really bringing into the question, why have a TTL with significant experience? and especially the program leader is a TTL for a competing health project and it is in her incentive to ensure that the Basket fund for which the project funds does not work. It seems that with the new model the senior managers and directors do not read or take responsibility! In fact every unit has a quality group that does all the work for them!"
126,Transportation,12-01-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"On all questions but 4-, the new model didn't change anything.On 4, the reduced variable budget at the team's disposal cannot match the increasing, and unfunded, supervision requirements - towards a zero-risk project implementation, nor decent technical advisory services to this sophisticated client. "
127,Transportation,12-01-15,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"this is a good and quick survey; i like it.  But as a country director, I am 'one step removed' from specific activiites (like here -- an implementation support mission, I assume).  So tailoring the survey to the right feedback providers key."
128,Governance,06-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),In RAS bank staff shall take the lead and not be left to consultants to come on missions alone.  GP still needs lots of change in culture and behavior to work across boundaries.
129,Trade,12-31-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Country Manager was especially helpful in addressing the needs of the team to disseminate the messages of the product and assisted in smoothing ""ruffled feathjers"" among Government officials who were not happy with the findings of the report. "
130,Social and Urban,05-29-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Project received an ICR rating of MU
131,Labor,02-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was an activity that was financed by the Slovak government (a RAS). While the RAS was adequately funded, the government that requested the RAS activity unexpectedly fell 8 months after the RAS agreement was signed. Component 1 of the RAS was completed by the time the government fell; while Component 2 had not started.The Ministry of Labor of the new government that came to power would not engage with the World Bank on this RAS, and did not pay according to the RAS schedule. It took 2 years to recover the RAS revenues from the government. Therefore, while the orginally allocated resources was sufficient to deliver the project, the team did struggle with component 2 delivery as payments were delayed.Policies on how to deal with delinquent payments on RASs are becoming clearer as the number of RAS projects expand. Further and consistance guidance to task teams, GP management teams, CMUs on how to approach this matter will be helpful as the numebr of RASs in the portfolio grows"
132,Macro,06-22-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This activity took place in a fragile context, hence limiting the development objectives impact both the CMU and the task team had endeavored to achieve. "
133,Macro,06-22-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This DPL was processed under pressure from the GOH and Sr. Management.  The TTL was not realistic about the political space for real reform and did not engage the client or the country team sufficiently to support the operation.
134,Energy,02-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This activity was structured as on demand advisory and technical support to the CMU and/or the Government to address issues related to the legal, regulatory, contractual, fiscal, and governance framework for the petroleum sector. We were able to provide input into the new petroleum code, as well as improve overall governance through the use of a governance matrix and high level engagement with the Government via the CMU. It resulted in a request for further assistance covering various aspects of sector management and human capital development. However, changes in government and sector ministry, and the closing of an anchor project in the mining sector, were not conducive to a wide ranging cooperation. GP and CMU are now working on a narrower scope request for assistnace that covers technical aspects of sector management (petrophysical data management). If successful, this will lead to more complex operations."
135,Social and Urban,05-26-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Need more active support from fiduciary and safeguards.
136,Macro,06-29-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Cross sectoral PREM led DPL in the best tradition of the Bank. Good technical work, excellent coordination by the Lead Economist/PREM CSC. Even the old Bank could do it..."
137,Macro,06-29-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I only took over the TTL-ship for this activity at the ICR stage and cannot comment on developments prior. I did get the full support of the CMU (including valuable guidance and on-boarding to the local context), though getting some GP-staff engaged was challenging at times."
138,Trade,01-01-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),In Sudan local STC and local CM support is a key. Visa from the HQ is an issue. Team members from MENA (Cairo) are key. 
139,Energy,02-24-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Full objective achieved with country obtaining EITI validation
140,Finance,04-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The team consulted widely and was able to deliver a solution appreciated by the client 
141,Social and Urban,06-25-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The report contains useful lessons not just for Turkey but more broadly. It has opened a new dialogue, despite the lack of a clear counterpart, and thus serves to position the Bank well. It also provides an excellent link between ASA and new LEN. The only slight issue was the considerable time it took to finish it. But good dialogues sometimes take time to build. On standard metrics of completion times and costs this one will look poor. On impact, quality and engagement it should be rated highly."
142,Agriculture,12-27-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"On number 1 most of the work was done prior to move to GP structure and this answer refer to the task delivery stage where it showed lack of full clarity on responsibilities between the GP and CMU, resulting in delays in completion processing. Better  articulated guidance to both task team and management regarding responsibilities are needed.On number 5, cross team interactions and input to this task was satisfactiry. However as this activity took place before full GP implementation the rating is kept at neutral. Overall under the new architecture more guidance needs to be provided across the board to ensure better cross GP and CSSA work delivery.  Tedency to move to have multiple co-TTLs per task with unclear responsibility assignments rather than improving the availability of task team members for a given task with multi speciality analytic support could be counterproductive unless carefully moderated. PMs have an important role to play in managing those situations."
143,Env,04-04-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Team could have better followed the CMU guidance to include more quantitative analysis to make the final product more robust.  Still, this AAA is a good contribution to dialogue with the client. "
144,Finance,03-30-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"While the GPs worked well together, the team could have briefed the CMU more on this task."
145,Transportation,12-23-15,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"It is very difficult to answer these questions as every GP and manager seems to be doing things in a different way. I actually have seen some good practices, but overall dealing with 19 GPs has not made the coordination easier and bringing talent from one GP to a  project managed by another GP has been increasingly more difficult. "
146,Finance,09-27-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The task was on the request of the client back in fy12. So we have to see in dissemination whether still relevant. The portal does not give information on the team.  It is a one gp task so no cooperation among gps
147,Transportation,12-22-15,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The govt. of Tonga is very satisfied with the Bank's work on Tonga's airports and is now requesting additional assistance in this area.
148,Social and Urban,12-22-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Projects in Bosnia and Herzegovina work with three governments, two government locations, two PIUs and two parallel projects in one. The allocated resources do not match with this dualism causing the task teams to overstretch themselves. BH project budgets should be bigger than in their neighboring countries."
149,Governance,03-30-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I regret to say that this work, which amounted to a multi million dollar activity under the PEACH TF produced no results -- except keeping Sector and GP staff employed.  The diagnostics were carried out at the provincial government level, which do not have but minor budget authority in Indonesia.  A true waste of resources with no beneficial impact."
150,Governance,03-30-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Please note that P129238, Sub National Development Diagnostics was initiated, implemented and completed before the start of GP/CCSA-CMU arrangements. Closure of the P-code took place in the new arrangement. Therefore, I responded N/A on some the questions."
151,Agriculture,12-16-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Kazakhstan is a difficult environment in which to undertake agricultural policy work for two reasons: (i) there are few reform champions in the Ministry of Agriculture (our key counterpart left in FY14) and consequently there is currently very little genuine demand for economic policy advice; (ii) there are strongly divergent views between the MOA and other Ministries on the need and direction of reform and consequently the Ministry of Agriculture is not always the best partner for agricultural reform – in this respect it is fortunate that the new JERP on WTO in agriculture will be with the Ministry of National Economy where there is strong demand. Within this environment it is very difficult for the GFARD CMU staff to cultivate the strong relationship with MOA which is needed to achieve policy reform. A further constraint to this JERP is that it has been a highly subsidized and because we do not have a lending operation in Kazakhstan, I have few other reasons to be in Kazakhstan. "
152,Energy,04-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This is a cross GP effort, with strong collaboration from both Energy and Extractives, as well as the Social Protection and Labor GPs.   The operation would have benefited from the formal recognition of the joint work - for intance through co-TTLs being recognized in the portal and project documents. It would be helpful if the teams had more resources to coordinate - which would require that the Bank recognize complex projects and provide additional funds for preparation and supervision. "
153,Social and Urban,02-22-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The team delivered the NLTA but with much delay.  The work made a very positive contribution to the development of a Law on resttlement, but other actions were limited. At the outset the TTL was not responsive to CMU requests, but that changed over time."
154,Education,01-06-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The Education PER is part of a broad effort to inform a shift in expenditure priorities in PNG's education sector. It's impact won't be instantaneous but will show over time.
155,Energy,06-21-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The TA was tagged to be closed for FY15. However, there is ongoing RETF activities and it is certainly very helpful to keep the TA going to support RETF and leverage the impacts. "
156,Finance,03-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The activity was fully trust-funded, active support of the CMU was not required as the relationship with the clients is well established."
157,Labor,01-03-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The Bank's TA was highly valued by Timor Leste's Ministry of Finance in particular.
158,Labor,01-03-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The resources were enough because this was funded by the Rapid Social Response TF and it had an accompanying BETF, which allowed the task team to provide intensive TA to the government. Without the BETF, the project (P125784) would have not been completed in time due to very low capacity on the part of the government. The CMU also provided BB to support the project but still, it was the BETF that allowed the team to have a full-time person on the ground in Dili."
159,Labor,05-02-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Programmatic Employment TA seeked to increase the capacity of the Ministry of Labor (Ministère de l’emploi et des affaires sociales – MEAS) and the Public Employment Agency (Agence nationale de promotion de l’emploi et des competences -  ANAPEC) by supporting the Government in carrying out selected reforms included in the second Skills and Employment DPL (SEDPL2). The activities included in this TA package increased knowledge for policy dialogue and reform, through the design and implementation of labor market studies and surveys as well as exchanges of information between Government officials and Bank staff and other labor market experts, as well as complement the existing safety net programs available to youth, thereby mitigating the potential negative social impact of the ongoing fuel subsidy reform. Overall, this TA was effective helping the Government in meeting the three triggers of DPL2. "
160,Labor,05-02-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Given that this is a programatic activity, it started before the GPs/CCSAs arrangement was in place. "
161,Finance,12-13-15,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This task started way before the structural changes.
162,Energy,02-09-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Very good collaboration between CMU and GP and between the Energy and Extractives sides of the GP.
163,Social and Urban,09-01-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project was managed by TTL based in the Manila Office, under the guidance of both Sector Manager based in Manila and the CMU.  The challenge was that till the end of the project, under the new GP structure, the transition towards HQ-based new manager was not done properly and there was lack of understanding on the part of the new PM regarding the history, institutional context, rationale and activities of this TA, which has caused some unnecessary delays in closing."
164,Social and Urban,02-20-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The task was led by the TTL who was based in the country office, where the CMU provided full support. One of the shortcomings of the whole GP process has been the enormous amount of emails and reporting that the TTL has had to present to various monitoring parties on this task. This really needs to be streamlined as similar set of information is being requested by CMU, GP, regional quality monitoring colleagues. "
165,Macro,12-21-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The project was led by a MFM team based in the country office, so some of the questions (e.g. CMU role in engaging client and providing local context) may not fully apply, since MFM staff has a strong engagement and knowledge of context."
166,Transportation,06-25-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Path breaking RAS on corporate governnce of the entire transport SOE spectrum.  Example in many other countries on how to address corporate governance and restructuring of transport SOEs.  Excellent engagement with Government. Task tem deployed high caliber, highly experienced and motivated. Deliveries (many) of excellent quality and timely. Work well despite many Government cahnges."
167,Social and Urban,02-08-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The program did many interesting and innovative things. Increasing the teams awareness of other activities in Rio de Janeiro would have helped with the integration of the NLTA into the broader Rio porgram. All in all , a good job."
168,Finance,02-18-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Excellent one WBG approach through great collaboration between the WB and IFC advisory teams. The solutions provided strongly reflects the realities on the ground and capacity constraints in the market. Secured transactions framework already yields good results on the ground. On a side note, FSAP team recently came up with disjoint proposal"
169,Governance,07-08-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The development of guidelines and criteria for financial commitment controls was/is an ongoing important issue.  The client appreciated the work submitted and would like to continue with this support in the near to medium terms.  The work was conducted in somewhat difficult conditions, so the consultants themselves deserve a significant amount of credit and gratitude from our Libyan Government counterparts and the World Bank."
170,Social and Urban,06-26-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters), No comments
171,Social and Urban,05-21-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The GFMDR GP co-led part of this work.  Contributions from the GENDR GP was also essential to implement the project.
172,Env,04-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project was a good example of cross GP collaboration, even though at the time of its preparation and implemntation sectoral teams were in existence instead of GPs. Role of Enviornment, climate change, Energy and socail protection was praise worthy and client was appreciative of Bank Team's role. The influence on green growth policy and institutional reforms on client state was quite good through the use of DPL instrument."
173,Finance,04-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This particular project had a very good cooperation between F&M GP and CMU. CMU staff followed the work closely and integrated into upcoming DPL. CD also promptly approved milestones. The problem I faced was that when the new structure came in July 2014, the project had gone to a Governance GP where the previous TTL who was a country economist belonged. The newly assigned managers did not promptly respond to request for contract approvals, mission clearances, etc. SAP approval of the contract was finally given after numerous follow up and just before mission date. No response was given for SMOs and BtORs. The project was therefore moved to F&M GP where the funding came. The lesson here is that although where we sit supposedly does not matter in the new structure, it really does matter. Managers who do not know you tend not to respond to your requests. "
174,Finance,04-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The work was funded by FIRST TF, hence the resources were adequate. However, CMU did not allocate dedicated resources to this activitiy."
175,Water,06-23-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The project was initiated and implemented by resident IRS CMU experts prior to the establishment of GPs. All support needed from other units within and outside SD at that time was provided when asked for.  The questions 1,2,3 and 5 are therefore difficult to answer."
176,Finance,06-10-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),project fell short of expected results because of exogenous circumstances
177,Education,08-03-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Strong engagement with the client. However the engagement with the other development partners could be stronger.A successful implementation of the project will require a complete team on the ground reflecting the various types of expertise needed.
178,Social and Urban,03-22-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"While the AAA raised important concerns about the large amount of budget resources the Govt. of Solomon Islands routes through constituency development funds (CDFs), the vested interests around CDFs are strong and a change in govt. policy is likely to be incremental."
179,Finance,02-18-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Very strong lead from Bank's finance team and strong dedication from the client in the National Bank and the Ministry of Economy. Some issues in donors coordination but overall very strong fundament being built in the area of banking supervision 
180,Poverty,03-11-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"It was difficult to obtain support from other sectors / practices, even on essential issues where this activity could have acted as a great platform to build engagement. The most frustrating example was gender, where efforts to have gender statistics experts engage in country did not elicit any willingness - despite PNG having overwhelming gender issues. The CMU and sector/practice that led this work (largely the old PREM, now MFM and Poverty) worked together extremely well on this activity, with the CM supporting, at times, key messages and providing engagement where necessary actions stalled for political reasons. "
181,Poverty,04-11-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Support for Poverty Analytics in Solomon Islands is continuing and has been folded into a multi-year Pacific Poverty AAA. 
182,Trade,06-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project started in 2012 when I was in FPD. With the restructuring to GPs it was mapped in 2015 to T&C while I was mapped to F&M. The F&M manager hence did not have any involvement in this project and the T&C with 6 months left to the activity had minimal administrative involvement (system clearances, and attending and giving feedback at the Decision review meeting) enough to take it to its final delivery. My response for the first question is therefore  Neutral."
183,Finance,03-02-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters), As this Project was highly technical in nature the GP has  strongly been engaged with the client and other stakeholders from the start including the project development stage.
184,Social and Urban,06-12-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The major success factor in this task is the fact that the TTL is located in the country office.  His capacity to mobilize a broader set of expertise when needed and to make sure that he optimizes opportunities to run the project as a cross-sectoral project has been limited, however.  For instance, the public transport dimension of the urban approach could be pushed further, if a close collaboration between the urban and transport units was to happen."
185,Water,02-24-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This is a WSP task. Until WSP is fully integrated into GP structures, this will always be a mitigated result for me"
186,Water,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The results of this TA were shared across the Water GP mainly with the lessons learned. So, some colleagues from the MENA region request collaboration to help some countries in moving their rural water sector reform. "
187,Water,05-15-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"It is very premature to try and work out how the GP/CCSAs are working in the field.  These responses refer to the real situation in which the effect of the new structure has yet to work through into a project which started well before the GPs were even thought of.  Cross-silo collaboration (water-urban) was a key ingredient of the success of this project, but owes nothing at all to the new structure"
188,Water,05-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project was designed as WSP initiative and did not have 100% involvement of CMU. However, at the closing stage, the CMU was activelly engaged in the review and approval of the final project output and made important recommendations for slalling up. "
189,Water,06-09-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This project provided support to the Water sector a critical moment of transition of the function through devolution to counties.
190,Transportation,06-25-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Unexpected political troubles in Burundi. Question: what consequences all these may have on the project's signature and effectiveness, and therefore, on its possibility to achieve its intended development outcomes?"
191,Water,06-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The current pilot PPP project in the rural water sector scheme conceived by the World Bank Water Global Practice (GWASA) to introduce private sector participation in the provision of water services in the rural sector was successfully completed.In terms of support benefited from other GPs and CCSAs, the project was implemented in partnership with (IFC PPP Advisory branch - Africa Region - CASPA) to provide One World Bank Group solution to the client.In Other hand the resources allocated to this project were adequate and are the result of the project Team Leader work in influencing the existing operations in both client and partners side to attract the existing financingto cover the project investment need in the form of a public subsidy from the Government to complement the private investors contribution. The grant element allows to subsidize the CAPEX development and avoid a tariff increase.  "
192,Health,02-25-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This activity is a child activity of a programmatic analytical works, the process to close the parent P code which is a programmatic P code was confusing as each of the child P codes has to be closed individually and then we are required to delink the subtasks (the child P code) from the parent P code....So I think there is a need to find a simpler way to close a Programmatic code. "
193,Water,05-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The GPs / CCSAs were formed only in the last year of the activity. Even prior to this, the activity was fully supported by the CMU, which ensured that it was included in the India PPP Cluster of activities, and received the necessary inputs. The survey seems to seek feedback on the relationship between the GP / CCSAs and the CMU, as articulated through this activity, which may not be relevant (there may not have been an explicit relationship between the CMU and the GP / CCSA per say, with regard to the activity)"
194,Finance,01-19-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Loading documents on the portal takes an incredible amount of time as each document requires an electronic classification form to be filled out first.  In this project, this had to be done 3 times for the same exact 16 documents which is super inefficient system-wise.  This was for 3 phases of the Roadmap (output loading, endorsement, and ACS stages) where the docs never changed.  System should be redesigned to allow this more automatically and not waste so much staff time."
195,Water,04-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The CMU's interest in AAA should be stronger. 
196,Water,04-29-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The production of this task was good vis a vis the country client.  Thank you.  However, internally, it suffered from the fragmentation of the water practice, with separately managed sanitation tasks, and lack of coordination within an overall integrated approach to development on water.  This fragmentation has now been removed, with recent action by the Water GP - thank you! -- and I look forward to products and delivery that will be as excellent internally as externally. "
197,Transportation,05-21-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Activity was impacted from sudden political changes, particularly the coup d'état, which may reduce the follow up of government with its recommendations; thus, reducing the changes of meeting activity objectives in the short term."
198,Governance,12-31-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The project started before the new GP/CCSA model thus most of the answers are NA
199,Poverty,04-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Impact will be limited by unwilligness of client to share relevant relevant poverty survey data. 
200,Finance,06-24-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The questions asked are not particularly meaningful, but I commented on this in earlier surveys and nothing changes.  For this one I would like to remark that I could not get all the managers to have a review meeting for this PA in 2 years because so many managers need to be involved for PA  that we never could find time to schedule when all of them would be available - mostly GP side is the problem - 2 PMs in the region, 2 global PMs that feel they must be involeved, now at least 2 global leads - and at least one director is required.  Probably then would laso need IFC management as well. And this is not mentioning other GPs that we collaborate with! Good thing is that having such meetings has no impact on delivering a project.  CMU is great, very helpful on the gorund and results oriented.  No worries.  Virtual review and deadline pressed button clicking is an excellent substitute for management.  All great.  GP model is working!"
201,Finance,02-15-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The GP should pursue further integration with IFC. A good example today is the work being done on Corporate Governance.  
202,Water,06-26-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Full achievement of the activity's development outcomes partly depends on the Bank's continued engagement at the same or higher level with the client to push for adoption of some key recommendations from the activity.
203,Macro,06-13-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"What is the incentive of sector team members to participate in Decision Meetings?  The attendence was very low, despite Bank-wide circulation.What is the role of the new Program Leaders?  How do they add value?  I've asked this of several colleagues working on other countries across the Bank and there is general puzzlement."
204,Finance,05-08-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The TA was delivered by highly professional team with right set of expertise, strong engagagement with the client, collaborative and responsive mode of work with CMU. However the results trajectory is uneven largely due to incremental nature of insurance market development, weak instituional capacity, frequent turnover of key Government counterparts, and challenging country context overall. This should not dissappoint but justify longer term incremental engagement in supporting these reforms in low capacity environment.  "
205,Labor,09-29-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This evaluation is based on limited ex post observation - essentially the ICR - given I was not there during much of its implementation.
206,Poverty,06-29-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This task took too long and so too many TTL transitions untill its conclusion.  It is a fact that census and HIES data were not made available to the team by the GoSL for a very long time.  It is also very positive that the final results where produced on time to add substantial value to the country SCD.   The overall experience, however, of a poverty assessment preparation carrying on for more then 48 months is not one to be reproduced."
207,Poverty,06-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"     This was a challenging ESW. It was initiated by the previous CD under the previous operating model and designed by the previous TTL. Data that was supposed to available in fall 2013 only became available in October 2014.  Resources were spent on work that needed to be updated and much of the planned work was of limited use for the report. Despite that, the overall quality of the report is quite high.        Overall the CMU provided little support. The program leader in particular was not very engaged with the work. A staff member from another GP reviewed the work prior to the official review meeting but the comments were far less helpful than those from from the decision review meeting. For the model to work better, the CMU needs more support and resources to review and guide the work of the GP and act as a connector between the GPs and the clients. Key members of the CMU should take on fewer projects and focus more on their coordination role vis-a-vis the GPs. "
208,Trade,03-30-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"As the preparation of this ESW spanned two fiscal years and started well before the advent of the GPs, questions regarding them are not entirely relevant.   However, the merger of the IFC advisroy staff into the T&C GP greatly facilitated the ability to collaborate on this.    The work is unlilkely to achieve its intended goals only because the country is still in a state of conflict and it is questionable whether they will focus on these issues."
209,Governance,05-05-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),A dissemination event is planned for June 2015. This is essential for embedding ownership of the recommendations with the authorities.
210,Transportation,03-27-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The RRMSP is probably the most important investment operation in Albania linking closely with IMF's program, helping address sector arrears and restructuring budget in a key sector that commands probably the highest investment share in the budget.  The team's leadership on budget, sector planning, engineering and innovative contracting has been a great example.  The Minister of Finance said he really saw the Bank's added value in this operation. "
211,Trade,06-25-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"There was strong GP backing for this activity. The CMU was supportive on the NLTA, however, less proactive support from CMU in translating NLTA to operations. "
212,Education,03-15-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This study laid the basis for a new project on tertiary education in South Sudan
213,Water,02-02-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The project was prepared before the launch of GP in July 2014, so most of input was already done by June 2014, however the change from SD to GP is not smooth as the SD manager was reassigned (promotion) in April, and it need some additional efforts from the team to overcome this."
214,Trade,12-02-15,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Project is timely and well needed in Chad. Effective implementation will require a field based staff for the sake of proactivity and effectiveness. As it stands in terms of staffing on the Bank side, project may fall short of delivering results."
